,Date,Season,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen
269,1997-07-18,1997,FC Dallas,San Jose Earthquakes,3-1,3,1,West,West,4,regular,,,,,
270,1997-07-19,1997,Sporting Kansas City,DC United,3-2,3,2,West,East,5,regular,,,,,
271,1997-07-20,1997,New York Red Bulls,LA Galaxy,0-4,0,4,East,West,4,regular,,,,,
272,1997-07-20,1997,Columbus Crew,New England Revolution,1-0,1,0,East,East,1,regular,,,,,
273,1997-07-20,1997,Tampa Bay Mutiny,San Jose Earthquakes,3-1,3,1,East,West,4,regular,,,,,
274,1997-07-20,1997,Colorado Rapids,FC Dallas,2-4,2,4,West,West,6,regular,,,,,
275,1997-07-25,1997,DC United,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,
276,1997-07-25,1997,FC Dallas,LA Galaxy,0-3,0,3,West,West,3,regular,,,,,
277,1997-07-25,1997,San Jose Earthquakes,Colorado Rapids,1-2,1,2,West,West,3,regular,,,,,
278,1997-07-26,1997,Sporting Kansas City,New England Revolution,1-0,1,0,West,East,1,regular,,,,,
279,1997-07-27,1997,Columbus Crew,Tampa Bay Mutiny,0-1,0,1,East,East,1,regular,,,,,
280,1997-07-27,1997,New York Red Bulls,DC United,2-1,2,1,East,East,3,regular,,,,,
281,1997-07-27,1997,Colorado Rapids,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,
282,1997-07-30,1997,DC United,Columbus Crew,4-2,4,2,East,East,6,regular,,,,,
283,1997-08-02,1997,DC United,Colorado Rapids,2-3,2,3,East,West,5,regular,,,,,
284,1997-08-02,1997,FC Dallas,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,
285,1997-08-02,1997,LA Galaxy,Columbus Crew,1-2,1,2,West,East,3,regular,,,,,
286,1997-08-03,1997,New England Revolution,San Jose Earthquakes,1-5,1,5,East,West,6,regular,,,,,
287,1997-08-03,1997,New York Red Bulls,Tampa Bay Mutiny,2-3,2,3,East,East,5,regular,,,,,
288,1997-08-09,1997,DC United,LA Galaxy,4-2,4,2,East,West,6,regular,,,,,
289,1997-08-09,1997,Tampa Bay Mutiny,Sporting Kansas City,0-2,0,2,East,West,2,regular,,,,,
290,1997-08-09,1997,Colorado Rapids,New England Revolution,3-0,3,0,West,East,3,regular,,,,,
291,1997-08-09,1997,San Jose Earthquakes,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,
292,1997-08-14,1997,New England Revolution,LA Galaxy,1-2,1,2,East,West,3,regular,,,,,
293,1997-08-15,1997,Tampa Bay Mutiny,FC Dallas,2-1,2,1,East,West,3,regular,,,,,
294,1997-08-15,1997,Colorado Rapids,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,
295,1997-08-16,1997,Columbus Crew,DC United,2-0,2,0,East,East,2,regular,,,,,
296,1997-08-17,1997,Sporting Kansas City,New York Red Bulls,4-3,4,3,West,East,7,regular,,,,,
297,1997-08-17,1997,LA Galaxy,San Jose Earthquakes,2-3,2,3,West,West,5,regular,,,,,
298,1997-08-23,1997,Columbus Crew,New England Revolution,2-1,2,1,East,East,3,regular,,,,,
299,1997-08-23,1997,FC Dallas,New York Red Bulls,1-2,1,2,West,East,3,regular,,,,,
300,1997-08-24,1997,San Jose Earthquakes,Sporting Kansas City,2-3,2,3,West,West,5,regular,,,,,
301,1997-08-27,1997,DC United,New England Revolution,3-2,3,2,East,East,5,regular,,,,,
302,1997-08-28,1997,Sporting Kansas City,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,
303,1997-08-29,1997,New York Red Bulls,San Jose Earthquakes,3-0,3,0,East,West,3,regular,,,,,
304,1997-08-30,1997,Columbus Crew,LA Galaxy,2-0,2,0,East,West,2,regular,,,,,
305,1997-08-30,1997,Tampa Bay Mutiny,New England Revolution,4-0,4,0,East,East,4,regular,,,,,
306,1997-08-31,1997,DC United,Sporting Kansas City,2-0,2,0,East,West,2,regular,,,,,
307,1997-08-31,1997,FC Dallas,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,
308,1997-09-04,1997,LA Galaxy,New York Red Bulls,1-3,1,3,West,East,4,regular,,,,,
309,1997-09-06,1997,FC Dallas,Columbus Crew,3-0,3,0,West,East,3,regular,,,,,
310,1997-09-06,1997,Colorado Rapids,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,
311,1997-09-06,1997,San Jose Earthquakes,New York Red Bulls,4-0,4,0,West,East,4,regular,,,,,
312,1997-09-07,1997,LA Galaxy,Tampa Bay Mutiny,6-1,6,1,West,East,7,regular,,,,,
313,1997-09-09,1997,New York Red Bulls,New England Revolution,3-1,3,1,East,East,4,regular,,,,,
314,1997-09-10,1997,LA Galaxy,Colorado Rapids,2-0,2,0,West,West,2,regular,,,,,
315,1997-09-11,1997,San Jose Earthquakes,FC Dallas,0-1,0,1,West,West,1,regular,,,,,
316,1997-09-12,1997,New England Revolution,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,
317,1997-09-12,1997,Sporting Kansas City,New York Red Bulls,0-1,0,1,West,East,1,regular,,,,,
318,1997-09-13,1997,Tampa Bay Mutiny,DC United,1-2,1,2,East,East,3,regular,,,,,
319,1997-09-14,1997,Columbus Crew,Sporting Kansas City,4-0,4,0,East,West,4,regular,,,,,
320,1997-09-14,1997,FC Dallas,LA Galaxy,1-3,1,3,West,West,4,regular,,,,,
321,1997-09-16,1997,New York Red Bulls,FC Dallas,0-1,0,1,East,West,1,regular,,,,,
322,1997-09-16,1997,DC United,New England Revolution,3-2,3,2,East,East,5,regular,,,,,
323,1997-09-17,1997,Colorado Rapids,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,
324,1997-09-18,1997,Tampa Bay Mutiny,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,
325,1997-09-19,1997,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
326,1997-09-20,1997,New England Revolution,New York Red Bulls,3-2,3,2,East,East,5,regular,,,,,
327,1997-09-21,1997,DC United,Tampa Bay Mutiny,1-2,1,2,East,East,3,regular,,,,,
328,1997-09-21,1997,San Jose Earthquakes,LA Galaxy,2-3,2,3,West,West,5,regular,,,,,
329,1997-09-25,1997,New York Red Bulls,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,
330,1997-09-25,1997,FC Dallas,New England Revolution,1-2,1,2,West,East,3,regular,,,,,
331,1997-09-26,1997,Tampa Bay Mutiny,DC United,1-5,1,5,East,East,6,regular,,,,,
332,1997-09-26,1997,Sporting Kansas City,Colorado Rapids,5-2,5,2,West,West,7,regular,,,,,
333,1997-09-28,1997,Columbus Crew,Tampa Bay Mutiny,2-1,2,1,East,East,3,regular,,,,,
334,1997-09-28,1997,DC United,New York Red Bulls,1-3,1,3,East,East,4,regular,,,,,
335,1997-09-28,1997,LA Galaxy,Sporting Kansas City,2-0,2,0,West,West,2,regular,,,,,
336,1997-09-28,1997,San Jose Earthquakes,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,
337,1997-10-04,1997,Sporting Kansas City,Colorado Rapids,0-3,0,3,West,West,3,conf_semi,1.0,,,,
338,1997-10-05,1997,LA Galaxy,FC Dallas,0-0,0,0,West,West,0,conf_semi,1.0,0.0,0.0,0.0,1.0
339,1997-10-05,1997,DC United,New England Revolution,4-1,4,1,East,East,5,conf_semi,1.0,,,,
340,1997-10-05,1997,Tampa Bay Mutiny,Columbus Crew,1-2,1,2,East,East,3,conf_semi,1.0,,,,
341,1997-10-08,1997,Colorado Rapids,Sporting Kansas City,3-2,3,2,West,West,5,conf_semi,2.0,,,,
342,1997-10-08,1997,FC Dallas,LA Galaxy,3-0,3,0,West,West,3,conf_semi,2.0,,,,
343,1997-10-08,1997,New England Revolution,DC United,1-1,1,1,East,East,2,conf_semi,2.0,1.0,1.0,1.0,2.0
344,1997-10-08,1997,Columbus Crew,Tampa Bay Mutiny,2-0,2,0,East,East,2,conf_semi,2.0,,,,
345,1997-10-12,1997,DC United,Columbus Crew,3-2,3,2,East,East,5,conf_final,1.0,,,,
346,1997-10-12,1997,FC Dallas,Colorado Rapids,0-1,0,1,West,West,1,conf_final,1.0,,,,
347,1997-10-15,1997,Columbus Crew,DC United,0-1,0,1,East,East,1,conf_final,2.0,,,,
348,1997-10-15,1997,Colorado Rapids,FC Dallas,2-1,2,1,West,West,3,conf_final,2.0,,,,
349,1997-10-26,1997,DC United,Colorado Rapids,2-1,2,1,East,West,3,mls_final,,,,,
350,1998-03-14,1998,Miami Fusion,DC United,0-2,0,2,East,East,2,regular,,,,,
351,1998-03-20,1998,DC United,Sporting Kansas City,3-2,3,2,East,West,5,regular,,,,,
352,1998-03-20,1998,FC Dallas,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,
353,1998-03-20,1998,LA Galaxy,San Jose Earthquakes,4-3,4,3,West,West,7,regular,,,,,
354,1998-03-20,1998,Miami Fusion,Chicago Fire,0-2,0,2,East,West,2,regular,,,,,
355,1998-03-20,1998,Tampa Bay Mutiny,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,
356,1998-03-25,1998,Tampa Bay Mutiny,Miami Fusion,0-1,0,1,East,East,1,regular,,,,,
357,1998-03-27,1998,San Jose Earthquakes,Colorado Rapids,2-3,2,3,West,West,5,regular,,,,,
358,1998-03-27,1998,LA Galaxy,New York Red Bulls,3-2,3,2,West,East,5,regular,,,,,
359,1998-03-28,1998,DC United,New England Revolution,2-1,2,1,East,East,3,regular,,,,,
360,1998-03-28,1998,FC Dallas,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,
361,1998-04-03,1998,Chicago Fire,Tampa Bay Mutiny,2-0,2,0,West,East,2,regular,,,,,
362,1998-04-03,1998,Colorado Rapids,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,
363,1998-04-03,1998,Columbus Crew,DC United,2-1,2,1,East,East,3,regular,,,,,
364,1998-04-03,1998,Miami Fusion,New England Revolution,2-1,2,1,East,East,3,regular,,,,,
365,1998-04-03,1998,Sporting Kansas City,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,
366,1998-04-04,1998,San Jose Earthquakes,FC Dallas,2-3,2,3,West,West,5,regular,,,,,
367,1998-04-07,1998,Sporting Kansas City,Chicago Fire,1-0,1,0,West,West,1,regular,,,,,
368,1998-04-10,1998,Columbus Crew,New England Revolution,3-2,3,2,East,East,5,regular,,,,,
369,1998-04-10,1998,DC United,Colorado Rapids,4-3,4,3,East,West,7,regular,,,,,
370,1998-04-10,1998,San Jose Earthquakes,Chicago Fire,1-0,1,0,West,West,1,regular,,,,,
371,1998-04-10,1998,Miami Fusion,Sporting Kansas City,2-1,2,1,East,West,3,regular,,,,,
372,1998-04-10,1998,Tampa Bay Mutiny,FC Dallas,3-1,3,1,East,West,4,regular,,,,,
373,1998-04-10,1998,New York Red Bulls,LA Galaxy,2-3,2,3,East,West,5,regular,,,,,
374,1998-04-16,1998,Chicago Fire,New York Red Bulls,0-1,0,1,West,East,1,regular,,,,,
375,1998-04-17,1998,Columbus Crew,Miami Fusion,5-1,5,1,East,East,6,regular,,,,,
376,1998-04-17,1998,FC Dallas,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,
377,1998-04-17,1998,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,
378,1998-04-17,1998,Sporting Kansas City,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,
379,1998-04-18,1998,Colorado Rapids,Tampa Bay Mutiny,3-0,3,0,West,East,3,regular,,,,,
380,1998-04-24,1998,Colorado Rapids,Chicago Fire,5-4,5,4,West,West,9,regular,,,,,
381,1998-04-24,1998,FC Dallas,Sporting Kansas City,3-1,3,1,West,West,4,regular,,,,,
382,1998-04-24,1998,LA Galaxy,Tampa Bay Mutiny,5-1,5,1,West,East,6,regular,,,,,
383,1998-04-24,1998,New England Revolution,Miami Fusion,3-0,3,0,East,East,3,regular,,,,,
384,1998-04-24,1998,New York Red Bulls,San Jose Earthquakes,4-3,4,3,East,West,7,regular,,,,,
385,1998-04-25,1998,DC United,Columbus Crew,2-1,2,1,East,East,3,regular,,,,,
386,1998-04-28,1998,DC United,San Jose Earthquakes,3-1,3,1,East,West,4,regular,,,,,
387,1998-04-28,1998,Sporting Kansas City,LA Galaxy,0-2,0,2,West,West,2,regular,,,,,
388,1998-04-29,1998,Tampa Bay Mutiny,Columbus Crew,0-1,0,1,East,East,1,regular,,,,,
389,1998-05-01,1998,Chicago Fire,DC United,1-3,1,3,West,East,4,regular,,,,,
390,1998-05-01,1998,Miami Fusion,Colorado Rapids,3-2,3,2,East,West,5,regular,,,,,
391,1998-05-02,1998,San Jose Earthquakes,New England Revolution,1-3,1,3,West,East,4,regular,,,,,
392,1998-05-02,1998,Tampa Bay Mutiny,New York Red Bulls,0-1,0,1,East,East,1,regular,,,,,
393,1998-05-05,1998,LA Galaxy,Colorado Rapids,7-4,7,4,West,West,11,regular,,,,,
394,1998-05-05,1998,New York Red Bulls,FC Dallas,0-1,0,1,East,West,1,regular,,,,,
395,1998-05-08,1998,Colorado Rapids,San Jose Earthquakes,2-3,2,3,West,West,5,regular,,,,,
396,1998-05-08,1998,DC United,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,
397,1998-05-08,1998,Miami Fusion,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,
398,1998-05-09,1998,New England Revolution,Tampa Bay Mutiny,4-3,4,3,East,East,7,regular,,,,,
399,1998-05-12,1998,DC United,New England Revolution,3-2,3,2,East,East,5,regular,,,,,
400,1998-05-12,1998,Tampa Bay Mutiny,Sporting Kansas City,2-1,2,1,East,West,3,regular,,,,,
401,1998-05-15,1998,FC Dallas,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,
402,1998-05-15,1998,San Jose Earthquakes,Miami Fusion,2-0,2,0,West,East,2,regular,,,,,
403,1998-05-15,1998,Tampa Bay Mutiny,Chicago Fire,1-2,1,2,East,West,3,regular,,,,,
404,1998-05-15,1998,New England Revolution,Sporting Kansas City,1-3,1,3,East,West,4,regular,,,,,
405,1998-05-15,1998,New York Red Bulls,DC United,4-3,4,3,East,East,7,regular,,,,,
406,1998-05-16,1998,Columbus Crew,LA Galaxy,2-4,2,4,East,West,6,regular,,,,,
407,1998-05-19,1998,Chicago Fire,LA Galaxy,3-1,3,1,West,West,4,regular,,,,,
408,1998-05-19,1998,FC Dallas,Sporting Kansas City,1-2,1,2,West,West,3,regular,,,,,
409,1998-05-21,1998,New England Revolution,Columbus Crew,0-2,0,2,East,East,2,regular,,,,,
410,1998-05-22,1998,Chicago Fire,Colorado Rapids,5-0,5,0,West,West,5,regular,,,,,
411,1998-05-22,1998,DC United,Tampa Bay Mutiny,3-2,3,2,East,East,5,regular,,,,,
412,1998-05-22,1998,LA Galaxy,FC Dallas,4-1,4,1,West,West,5,regular,,,,,
413,1998-05-22,1998,New York Red Bulls,Miami Fusion,4-2,4,2,East,East,6,regular,,,,,
414,1998-05-22,1998,Sporting Kansas City,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,
415,1998-05-26,1998,Sporting Kansas City,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,
416,1998-05-27,1998,Colorado Rapids,Miami Fusion,3-0,3,0,West,East,3,regular,,,,,
417,1998-05-29,1998,Columbus Crew,San Jose Earthquakes,4-1,4,1,East,West,5,regular,,,,,
418,1998-05-29,1998,LA Galaxy,Chicago Fire,1-2,1,2,West,West,3,regular,,,,,
419,1998-05-29,1998,Tampa Bay Mutiny,DC United,1-2,1,2,East,East,3,regular,,,,,
420,1998-05-30,1998,Colorado Rapids,Sporting Kansas City,2-1,2,1,West,West,3,regular,,,,,
421,1998-05-30,1998,FC Dallas,Miami Fusion,2-0,2,0,West,East,2,regular,,,,,
422,1998-05-30,1998,New England Revolution,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,
423,1998-06-02,1998,San Jose Earthquakes,DC United,0-4,0,4,West,East,4,regular,,,,,
424,1998-06-02,1998,New York Red Bulls,Tampa Bay Mutiny,1-2,1,2,East,East,3,regular,,,,,
425,1998-06-03,1998,FC Dallas,LA Galaxy,1-8,1,8,West,West,9,regular,,,,,
426,1998-06-05,1998,Chicago Fire,Columbus Crew,2-0,2,0,West,East,2,regular,,,,,
427,1998-06-05,1998,Colorado Rapids,San Jose Earthquakes,2-0,2,0,West,West,2,regular,,,,,
428,1998-06-05,1998,Sporting Kansas City,Tampa Bay Mutiny,1-0,1,0,West,East,1,regular,,,,,
429,1998-06-06,1998,DC United,FC Dallas,4-5,4,5,East,West,9,regular,,,,,
430,1998-06-06,1998,LA Galaxy,New England Revolution,5-1,5,1,West,East,6,regular,,,,,
431,1998-06-06,1998,Miami Fusion,New York Red Bulls,1-2,1,2,East,East,3,regular,,,,,
432,1998-06-10,1998,Chicago Fire,San Jose Earthquakes,5-2,5,2,West,West,7,regular,,,,,
433,1998-06-12,1998,Columbus Crew,DC United,3-4,3,4,East,East,7,regular,,,,,
434,1998-06-12,1998,New York Red Bulls,Miami Fusion,3-1,3,1,East,East,4,regular,,,,,
435,1998-06-13,1998,New England Revolution,Chicago Fire,1-3,1,3,East,West,4,regular,,,,,
436,1998-06-16,1998,Chicago Fire,FC Dallas,1-0,1,0,West,West,1,regular,,,,,
437,1998-06-17,1998,LA Galaxy,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,
438,1998-06-19,1998,Columbus Crew,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,
439,1998-06-20,1998,FC Dallas,Tampa Bay Mutiny,0-1,0,1,West,East,1,regular,,,,,
440,1998-06-23,1998,Chicago Fire,Sporting Kansas City,4-1,4,1,West,West,5,regular,,,,,
441,1998-06-23,1998,New York Red Bulls,New England Revolution,5-3,5,3,East,East,8,regular,,,,,
442,1998-06-24,1998,Colorado Rapids,DC United,3-1,3,1,West,East,4,regular,,,,,
443,1998-06-26,1998,San Jose Earthquakes,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,
444,1998-06-26,1998,Miami Fusion,Tampa Bay Mutiny,2-1,2,1,East,East,3,regular,,,,,
445,1998-06-26,1998,New England Revolution,FC Dallas,3-4,3,4,East,West,7,regular,,,,,
446,1998-06-30,1998,Chicago Fire,FC Dallas,4-1,4,1,West,West,5,regular,,,,,
447,1998-06-30,1998,Sporting Kansas City,New England Revolution,1-0,1,0,West,East,1,regular,,,,,
448,1998-07-01,1998,DC United,Miami Fusion,3-1,3,1,East,East,4,regular,,,,,
449,1998-07-02,1998,San Jose Earthquakes,Columbus Crew,2-1,2,1,West,East,3,regular,,,,,
450,1998-07-03,1998,Colorado Rapids,New York Red Bulls,1-0,1,0,West,East,1,regular,,,,,
451,1998-07-03,1998,FC Dallas,Chicago Fire,0-1,0,1,West,West,1,regular,,,,,
452,1998-07-03,1998,LA Galaxy,Sporting Kansas City,2-0,2,0,West,West,2,regular,,,,,
453,1998-07-03,1998,Tampa Bay Mutiny,New England Revolution,2-3,2,3,East,East,5,regular,,,,,
454,1998-07-08,1998,Columbus Crew,Chicago Fire,3-0,3,0,East,West,3,regular,,,,,
455,1998-07-10,1998,Colorado Rapids,New England Revolution,2-1,2,1,West,East,3,regular,,,,,
456,1998-07-10,1998,DC United,LA Galaxy,3-0,3,0,East,West,3,regular,,,,,
457,1998-07-10,1998,New York Red Bulls,Tampa Bay Mutiny,1-2,1,2,East,East,3,regular,,,,,
458,1998-07-10,1998,Sporting Kansas City,FC Dallas,2-0,2,0,West,West,2,regular,,,,,
459,1998-07-14,1998,Miami Fusion,San Jose Earthquakes,3-2,3,2,East,West,5,regular,,,,,
460,1998-07-14,1998,Tampa Bay Mutiny,LA Galaxy,1-3,1,3,East,West,4,regular,,,,,
461,1998-07-14,1998,New England Revolution,DC United,0-1,0,1,East,East,1,regular,,,,,
462,1998-07-17,1998,DC United,Chicago Fire,4-1,4,1,East,West,5,regular,,,,,
463,1998-07-17,1998,FC Dallas,New England Revolution,1-3,1,3,West,East,4,regular,,,,,
464,1998-07-17,1998,San Jose Earthquakes,Tampa Bay Mutiny,0-1,0,1,West,East,1,regular,,,,,
465,1998-07-17,1998,LA Galaxy,Miami Fusion,2-3,2,3,West,East,5,regular,,,,,
466,1998-07-18,1998,New York Red Bulls,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,
467,1998-07-18,1998,Sporting Kansas City,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,
468,1998-07-24,1998,Columbus Crew,FC Dallas,1-2,1,2,East,West,3,regular,,,,,
469,1998-07-24,1998,San Jose Earthquakes,Sporting Kansas City,2-1,2,1,West,West,3,regular,,,,,
470,1998-07-24,1998,LA Galaxy,DC United,0-1,0,1,West,East,1,regular,,,,,
471,1998-07-24,1998,Tampa Bay Mutiny,Colorado Rapids,2-3,2,3,East,West,5,regular,,,,,
472,1998-07-24,1998,New York Red Bulls,Chicago Fire,3-2,3,2,East,West,5,regular,,,,,
473,1998-07-25,1998,New England Revolution,Miami Fusion,1-2,1,2,East,East,3,regular,,,,,
474,1998-07-28,1998,DC United,Tampa Bay Mutiny,3-2,3,2,East,East,5,regular,,,,,
475,1998-07-28,1998,FC Dallas,LA Galaxy,3-0,3,0,West,West,3,regular,,,,,
476,1998-07-28,1998,San Jose Earthquakes,Chicago Fire,3-0,3,0,West,West,3,regular,,,,,
477,1998-07-28,1998,Miami Fusion,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,
478,1998-07-28,1998,New England Revolution,Colorado Rapids,1-3,1,3,East,West,4,regular,,,,,
479,1998-07-28,1998,New York Red Bulls,Sporting Kansas City,3-2,3,2,East,West,5,regular,,,,,
480,1998-08-04,1998,Colorado Rapids,LA Galaxy,1-6,1,6,West,West,7,regular,,,,,
481,1998-08-04,1998,New England Revolution,San Jose Earthquakes,3-0,3,0,East,West,3,regular,,,,,
482,1998-08-05,1998,Tampa Bay Mutiny,Miami Fusion,3-1,3,1,East,East,4,regular,,,,,
483,1998-08-06,1998,FC Dallas,DC United,0-1,0,1,West,East,1,regular,,,,,
484,1998-08-07,1998,Chicago Fire,LA Galaxy,1-2,1,2,West,West,3,regular,,,,,
485,1998-08-07,1998,Columbus Crew,New England Revolution,6-1,6,1,East,East,7,regular,,,,,
486,1998-08-07,1998,Sporting Kansas City,Colorado Rapids,3-1,3,1,West,West,4,regular,,,,,
487,1998-08-08,1998,San Jose Earthquakes,New York Red Bulls,5-1,5,1,West,East,6,regular,,,,,
488,1998-08-11,1998,New York Red Bulls,Columbus Crew,3-1,3,1,East,East,4,regular,,,,,
489,1998-08-12,1998,LA Galaxy,Sporting Kansas City,3-0,3,0,West,West,3,regular,,,,,
490,1998-08-13,1998,Tampa Bay Mutiny,New England Revolution,1-2,1,2,East,East,3,regular,,,,,
491,1998-08-14,1998,Chicago Fire,San Jose Earthquakes,2-1,2,1,West,West,3,regular,,,,,
492,1998-08-14,1998,Colorado Rapids,FC Dallas,0-1,0,1,West,West,1,regular,,,,,
493,1998-08-14,1998,Miami Fusion,New York Red Bulls,3-1,3,1,East,East,4,regular,,,,,
494,1998-08-15,1998,Columbus Crew,Sporting Kansas City,5-3,5,3,East,West,8,regular,,,,,
495,1998-08-17,1998,New York Red Bulls,Colorado Rapids,4-1,4,1,East,West,5,regular,,,,,
496,1998-08-18,1998,Miami Fusion,FC Dallas,2-1,2,1,East,West,3,regular,,,,,
497,1998-08-20,1998,Colorado Rapids,Chicago Fire,0-2,0,2,West,West,2,regular,,,,,
498,1998-08-21,1998,Columbus Crew,Tampa Bay Mutiny,3-1,3,1,East,East,4,regular,,,,,
499,1998-08-21,1998,DC United,New York Red Bulls,2-1,2,1,East,East,3,regular,,,,,
500,1998-08-21,1998,San Jose Earthquakes,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
501,1998-08-21,1998,New England Revolution,LA Galaxy,1-5,1,5,East,West,6,regular,,,,,
502,1998-08-22,1998,Sporting Kansas City,Miami Fusion,2-0,2,0,West,East,2,regular,,,,,
503,1998-08-25,1998,Sporting Kansas City,DC United,1-2,1,2,West,East,3,regular,,,,,
504,1998-08-28,1998,FC Dallas,New York Red Bulls,2-0,2,0,West,East,2,regular,,,,,
505,1998-08-28,1998,San Jose Earthquakes,Colorado Rapids,1-3,1,3,West,West,4,regular,,,,,
506,1998-08-28,1998,LA Galaxy,Columbus Crew,0-3,0,3,West,East,3,regular,,,,,
507,1998-08-28,1998,Tampa Bay Mutiny,DC United,3-2,3,2,East,East,5,regular,,,,,
508,1998-08-28,1998,Sporting Kansas City,Chicago Fire,2-3,2,3,West,West,5,regular,,,,,
509,1998-08-29,1998,Miami Fusion,New England Revolution,3-2,3,2,East,East,5,regular,,,,,
510,1998-09-01,1998,Chicago Fire,Miami Fusion,3-2,3,2,West,East,5,regular,,,,,
511,1998-09-01,1998,Colorado Rapids,Sporting Kansas City,3-2,3,2,West,West,5,regular,,,,,
512,1998-09-01,1998,LA Galaxy,FC Dallas,3-0,3,0,West,West,3,regular,,,,,
513,1998-09-01,1998,New York Red Bulls,New England Revolution,0-2,0,2,East,East,2,regular,,,,,
514,1998-09-02,1998,Tampa Bay Mutiny,San Jose Earthquakes,2-1,2,1,East,West,3,regular,,,,,
515,1998-09-04,1998,Miami Fusion,LA Galaxy,3-5,3,5,East,West,8,regular,,,,,
516,1998-09-04,1998,Sporting Kansas City,San Jose Earthquakes,5-1,5,1,West,West,6,regular,,,,,
517,1998-09-05,1998,Columbus Crew,New York Red Bulls,4-3,4,3,East,East,7,regular,,,,,
518,1998-09-08,1998,Columbus Crew,Miami Fusion,1-0,1,0,East,East,1,regular,,,,,
519,1998-09-09,1998,FC Dallas,Chicago Fire,3-2,3,2,West,West,5,regular,,,,,
520,1998-09-11,1998,New England Revolution,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,
521,1998-09-12,1998,Chicago Fire,Colorado Rapids,3-1,3,1,West,West,4,regular,,,,,
522,1998-09-12,1998,FC Dallas,San Jose Earthquakes,1-3,1,3,West,West,4,regular,,,,,
